-1.787041127681732178e-02,-5.523094441741704941e-03,7.859864830970764160e-01,9.998182654380798340e-01,4.934217780828475952e-03,-1.839909888803958893e-02,-7.334144902415573597e-04,7.158765941858291626e-02,1.373925898224115372e-02,2.002126276493072510e-01,5.724450573325157166e-02,-1.100878342986106873e-01,-2.251217514276504517e-02,7.955588400363922119e-02,-2.383837243542075157e-03,-1.539282053709030151e-01,3.882325813174247742e-02,-1.042626351118087769e-01,-8.170429617166519165e-03,1.447775121778249741e-02,-3.123267379123717546e-04,1.997729688882827759e-01,-1.364789307117462158e-01,4.380849599838256836e-01,-9.163535833358764648e-01,9.404996633529663086e-01,-6.017834693193435669e-02,6.735282391309738159e-02,1.322848536074161530e-02,-1.442776024341583252e-01,-4.466080069541931152e-01,9.440646171569824219e-01,9.723523855209350586e-01,4.178969189524650574e-02,6.027577817440032959e-02,4.235615488141775131e-04
-1.700656302273273468e-02,-5.646287463605403900e-03,7.854402661323547363e-01,9.998342990875244141e-01,4.656752571463584900e-03,-1.757947728037834167e-02,-8.218577131628990173e-04,7.313227653503417969e-02,1.313812565058469772e-02,2.009747475385665894e-01,5.193555727601051331e-02,-1.095054671168327332e-01,-2.466734498739242554e-02,8.019551634788513184e-02,-2.338171238079667091e-03,-1.554225683212280273e-01,3.668393567204475403e-02,-1.086908429861068726e-01,-8.259188383817672729e-03,1.307144202291965485e-02,1.850411877967417240e-03,1.965623497962951660e-01,-1.616954654455184937e-01,3.882164359092712402e-01,-9.286830425262451172e-01,9.877887964248657227e-01,-9.690411388874053955e-02,7.421378791332244873e-02,2.405685931444168091e-02,-1.773656904697418213e-01,-3.884176015853881836e-01,9.420636296272277832e-01,1.034452319145202637e+00,5.988757684826850891e-02,6.636797636747360229e-02,-1.049853209406137466e-02
-1.624262332916259766e-02,-6.099271122366189957e-03,7.854740023612976074e-01,9.998537302017211914e-01,4.953698720782995224e-03,-1.636739820241928101e-02,-2.158268180210143328e-04,7.088278234004974365e-02,1.300580147653818130e-02,2.001287639141082764e-01,5.281732603907585144e-02,-1.106341332197189331e-01,-2.699795365333557129e-02,7.497241348028182983e-02,-3.599093295633792877e-03,-1.576067507266998291e-01,4.445940628647804260e-02,-1.138232126832008362e-01,-9.173187427222728729e-03,1.187743060290813446e-02,2.505824901163578033e-03,1.926064044237136841e-01,-1.664311289787292480e-01,3.680008351802825928e-01,-9.269142150878906250e-01,1.001101970672607422e+00,-1.091856434941291809e-01,8.249078691005706787e-02,2.763838507235050201e-02,-1.872823089361190796e-01,-3.628932237625122070e-01,9.323712587356567383e-01,1.056833028793334961e+00,7.209050655364990234e-02,7.253300398588180542e-02,-1.115081552416086197e-02
-1.568626612424850464e-02,-6.543968338519334793e-03,7.857831120491027832e-01,9.998731017112731934e-01,5.488491617143154144e-03,-1.491470448672771454e-02,1.092739752493798733e-03,6.338363140821456909e-02,1.315715350210666656e-02,1.972155570983886719e-01,6.325571984052658081e-02,-1.154918745160102844e-01,-2.800301462411880493e-02,6.387801468372344971e-02,-5.912434309720993042e-03,-1.584803760051727295e-01,6.366878002882003784e-02,-1.237726360559463501e-01,-1.040869392454624176e-02,1.208283659070730209e-02,1.174708828330039978e-03,1.880201250314712524e-01,-1.630308330059051514e-01,3.565622866153717041e-01,-9.163482189178466797e-01,1.007460594177246094e+00,-1.208083257079124451e-01,8.887276053428649902e-02,3.065770491957664490e-02,-1.894337683916091919e-01,-3.437833487987518311e-01,9.205679297447204590e-01,1.070275425910949707e+00,8.599308878183364868e-02,7.511109858751296997e-02,-1.119587942957878113e-02
-1.556331198662519455e-02,-7.095342036336660385e-03,7.860069274902343750e-01,9.998918771743774414e-01,6.163421552628278732e-03,-1.314465701580047607e-02,2.330064773559570312e-03,4.677797853946685791e-02,1.440725289285182953e-02,1.929319202899932861e-01,9.048127382993698120e-02,-1.294434219598770142e-01,-2.688825502991676331e-02,4.190239682793617249e-02,-9.661444462835788727e-03,-1.574193984270095825e-01,1.030318439006805420e-01,-1.434169113636016846e-01,-1.198102068156003952e-02,1.428691390901803970e-02,-1.874604611657559872e-03,1.852769851684570312e-01,-1.577521562576293945e-01,3.426162600517272949e-01,-8.970827460289001465e-01,1.015936374664306641e+00,-1.345717608928680420e-01,9.413529187440872192e-02,3.568535298109054565e-02,-1.890634000301361084e-01,-3.229980468750000000e-01,9.047836661338806152e-01,1.081219792366027832e+00,9.723472595214843750e-02,7.627866417169570923e-02,-1.224979013204574585e-02
-1.610379852354526520e-02,-7.748200558125972748e-03,7.854248881340026855e-01,9.999067783355712891e-01,6.769538391381502151e-03,-1.130848005414009094e-02,3.586546052247285843e-03,1.310723368078470230e-02,1.802693866193294525e-02,1.847335398197174072e-01,1.509761959314346313e-01,-1.603096127510070801e-01,-2.260437048971652985e-02,5.046966951340436935e-03,-1.518167275935411453e-02,-1.555845588445663452e-01,1.727463006973266602e-01,-1.766600906848907471e-01,-1.463690493255853653e-02,1.654365472495555878e-02,-6.497158668935298920e-03,1.862851381301879883e-01,-1.515937447547912598e-01,3.228645026683807373e-01,-8.684497475624084473e-01,1.026255846023559570e+00,-1.515738964080810547e-01,9.637809544801712036e-02,4.348004981875419617e-02,-1.873741894960403442e-01,-2.986881136894226074e-01,8.795129060745239258e-01,1.088971257209777832e+00,1.039317399263381958e-01,7.584924995899200439e-02,-1.291386876255273819e-02
-1.767923682928085327e-02,-8.401340804994106293e-03,7.824529409408569336e-01,9.999184012413024902e-01,6.611752789467573166e-03,-9.865039959549903870e-03,4.712162539362907410e-03,-4.555741325020790100e-02,2.544807828962802887e-02,1.699893772602081299e-01,2.625581622123718262e-01,-2.142901271581649780e-01,-1.496936939656734467e-02,-4.844176769256591797e-02,-2.116901241242885590e-02,-1.535108685493469238e-01,2.772227227687835693e-01,-2.246808111667633057e-01,-1.864387467503547668e-02,1.687158271670341492e-02,-1.064631808549165726e-02,1.905765235424041748e-01,-1.433924585580825806e-01,2.990523278713226318e-01,-8.267543911933898926e-01,1.034455060958862305e+00,-1.742244958877563477e-01,9.404645860195159912e-02,5.379671603441238403e-02,-1.820943802595138550e-01,-2.731591463088989258e-01,8.385173678398132324e-01,1.094078063964843750e+00,1.160401478409767151e-01,7.315134257078170776e-02,-1.019729115068912506e-02
-2.052537724375724792e-02,-8.497039787471294403e-03,7.747620940208435059e-01,9.999264478683471680e-01,4.723124671727418900e-03,-1.018111687153577805e-02,4.606998525559902191e-03,-1.303345710039138794e-01,3.811372071504592896e-02,1.514463275671005249e-01,4.347769618034362793e-01,-2.907078266143798828e-01,-7.099450100213289261e-03,-1.202705428004264832e-01,-2.560170553624629974e-02,-1.504124850034713745e-01,4.233763813972473145e-01,-2.897966504096984863e-01,-2.139678038656711578e-02,1.738255470991134644e-02,-1.064945198595523834e-02,2.004945427179336548e-01,-1.300680041313171387e-01,2.732048034667968750e-01,-7.649370431900024414e-01,1.034958839416503906e+00,-2.053271830081939697e-01,8.653119951486587524e-02,6.395665556192398071e-02,-1.708891391754150391e-01,-2.518551051616668701e-01,7.783281803131103516e-01,1.097930908203125000e+00,1.515124440193176270e-01,6.619042158126831055e-02,-2.484834752976894379e-03
-2.361281588673591614e-02,-8.039278909564018250e-03,7.604690194129943848e-01,9.999018311500549316e-01,2.246702322736382484e-03,-1.352481544017791748e-02,2.906156936660408974e-03,-2.257785350084304810e-01,5.681327730417251587e-02,1.429005712270736694e-01,6.405777335166931152e-01,-3.722214400768280029e-01,-6.588813383132219315e-03,-2.048720419406890869e-01,-3.063951060175895691e-02,-1.449230760335922241e-01,6.061300635337829590e-01,-3.704855442047119141e-01,-2.206438966095447540e-02,2.069476433098316193e-02,-7.917486131191253662e-03,2.183468490839004517e-01,-1.050537377595901489e-01,2.559621036052703857e-01,-6.759062409400939941e-01,1.017752528190612793e+00,-2.457911074161529541e-01,7.327856123447418213e-02,7.281608134508132935e-02,-1.556962132453918457e-01,-2.410797923803329468e-01,7.039986252784729004e-01,1.108399987220764160e+00,2.223161309957504272e-01,5.222013965249061584e-02,1.050912961363792419e-02
-2.606213837862014771e-02,-7.139505352824926376e-03,7.415519952774047852e-01,9.998526573181152344e-01,2.827236894518136978e-03,-1.681840978562831879e-02,1.958057982847094536e-03,-3.135122656822204590e-01,7.339967787265777588e-02,1.465749591588973999e-01,8.302472233772277832e-01,-4.411324560642242432e-01,-6.187299266457557678e-03,-2.929414212703704834e-01,-4.336232692003250122e-02,-1.376655548810958862e-01,7.960087656974792480e-01,-4.527538418769836426e-01,-2.416885644197463989e-02,2.465817891061306000e-02,-1.100986357778310776e-02,2.366297245025634766e-01,-6.487391889095306396e-02,2.634141445159912109e-01,-5.564627647399902344e-01,9.882557988166809082e-01,-2.945628762245178223e-01,4.986991733312606812e-02,8.217484503984451294e-02,-1.369060724973678589e-01,-2.484010159969329834e-01,6.147788166999816895e-01,1.125410318374633789e+00,3.168850839138031006e-01,3.335557878017425537e-02,2.695935033261775970e-02
